vehicle_id,vehicle_type,speed,frame_number,timestamp
640,car,0,3379,2026-01-14 21:59:30
641,car,0,3379,2026-01-14 21:59:30
642,car,0,3380,2026-01-14 21:59:30
643,car,0,3381,2026-01-14 21:59:30
644,car,0,3383,2026-01-14 21:59:30
645,car,0,3383,2026-01-14 21:59:30
646,car,0,3389,2026-01-14 21:59:31
647,car,0,3392,2026-01-14 21:59:31
648,car,0,3392,2026-01-14 21:59:31
649,car,0,3392,2026-01-14 21:59:31
650,car,0,3392,2026-01-14 21:59:31
651,car,0,3393,2026-01-14 21:59:32
652,car,0,3393,2026-01-14 21:59:32
653,car,0,3393,2026-01-14 21:59:32
654,car,0,3395,2026-01-14 21:59:32
655,car,0,3396,2026-01-14 21:59:32
656,car,0,3397,2026-01-14 21:59:32
657,car,0,3399,2026-01-14 21:59:32
658,car,0,3399,2026-01-14 21:59:32
659,car,0,3405,2026-01-14 21:59:33
660,car,0,3410,2026-01-14 21:59:33
661,car,0,3418,2026-01-14 21:59:34
662,bus,0,3420,2026-01-14 21:59:35
663,car,0,3420,2026-01-14 21:59:35
664,car,0,3422,2026-01-14 21:59:35
665,car,0,3424,2026-01-14 21:59:35
666,car,0,3429,2026-01-14 21:59:36
667,car,0,3430,2026-01-14 21:59:36
668,car,0,3434,2026-01-14 21:59:36
669,car,0,3436,2026-01-14 21:59:36
670,car,0,3440,2026-01-14 21:59:37
671,car,0,3442,2026-01-14 21:59:37
672,car,0,3445,2026-01-14 21:59:37
673,car,0,3448,2026-01-14 21:59:38
674,car,0,3449,2026-01-14 21:59:38
675,car,0,3449,2026-01-14 21:59:38
676,car,0,3450,2026-01-14 21:59:38
677,car,0,3451,2026-01-14 21:59:38
678,car,0,3451,2026-01-14 21:59:38
679,car,0,3451,2026-01-14 21:59:38
680,car,0,3454,2026-01-14 21:59:38
681,car,0,3456,2026-01-14 21:59:39
682,car,0,3456,2026-01-14 21:59:39
683,car,0,3456,2026-01-14 21:59:39
684,car,0,3457,2026-01-14 21:59:39
685,car,0,3457,2026-01-14 21:59:39
686,car,0,3457,2026-01-14 21:59:39
687,car,0,3457,2026-01-14 21:59:39
688,car,0,3460,2026-01-14 21:59:39
689,car,0,3461,2026-01-14 21:59:39
690,car,0,3461,2026-01-14 21:59:39
691,car,0,3461,2026-01-14 21:59:39
692,car,0,3461,2026-01-14 21:59:39
693,car,0,3461,2026-01-14 21:59:39
694,car,0,3462,2026-01-14 21:59:39
695,car,0,3462,2026-01-14 21:59:39
696,car,0,3463,2026-01-14 21:59:39
697,car,0,3464,2026-01-14 21:59:40
698,car,0,3464,2026-01-14 21:59:40
699,car,0,3464,2026-01-14 21:59:40
700,car,0,3466,2026-01-14 21:59:40
701,car,0,3466,2026-01-14 21:59:40
702,car,0,3466,2026-01-14 21:59:40
703,car,0,3467,2026-01-14 21:59:40
704,car,0,3471,2026-01-14 21:59:40
705,car,0,3472,2026-01-14 21:59:41
706,car,0,3473,2026-01-14 21:59:41
707,car,0,3474,2026-01-14 21:59:41
708,car,0,3474,2026-01-14 21:59:41
709,car,0,3478,2026-01-14 21:59:41
710,car,0,3478,2026-01-14 21:59:41
711,car,0,3481,2026-01-14 21:59:42
712,car,0,3481,2026-01-14 21:59:42
713,car,0,3482,2026-01-14 21:59:42
714,car,0,3483,2026-01-14 21:59:42
715,car,0,3483,2026-01-14 21:59:42
716,car,0,3484,2026-01-14 21:59:42
717,car,0,3484,2026-01-14 21:59:42
718,car,0,3484,2026-01-14 21:59:42
719,car,0,3484,2026-01-14 21:59:42
720,car,0,3486,2026-01-14 21:59:42
721,car,0,3487,2026-01-14 21:59:42
722,car,0,3488,2026-01-14 21:59:42
723,car,0,3489,2026-01-14 21:59:43
724,car,0,3494,2026-01-14 21:59:43
725,car,0,3494,2026-01-14 21:59:43
726,car,0,3495,2026-01-14 21:59:43
727,car,0,3498,2026-01-14 21:59:44
728,car,0,3499,2026-01-14 21:59:44
729,car,0,3500,2026-01-14 21:59:44
730,car,0,3501,2026-01-14 21:59:44
731,bus,0,3501,2026-01-14 21:59:44
732,car,0,3501,2026-01-14 21:59:44
733,car,0,3502,2026-01-14 21:59:44
734,car,0,3502,2026-01-14 21:59:44
735,car,0,3503,2026-01-14 21:59:44
736,car,0,3503,2026-01-14 21:59:44
737,car,0,3503,2026-01-14 21:59:44
738,car,0,3504,2026-01-14 21:59:45
739,car,0,3507,2026-01-14 21:59:45
740,car,0,3507,2026-01-14 21:59:45
741,car,0,3507,2026-01-14 21:59:45
742,car,0,3508,2026-01-14 21:59:45
743,car,0,3508,2026-01-14 21:59:45
744,bus,0,3509,2026-01-14 21:59:45
745,car,0,3510,2026-01-14 21:59:45
746,car,0,3510,2026-01-14 21:59:45
747,car,0,3512,2026-01-14 21:59:46
748,car,0,3516,2026-01-14 21:59:46
749,car,0,3516,2026-01-14 21:59:46
750,car,0,3516,2026-01-14 21:59:46
751,car,0,3517,2026-01-14 21:59:46
752,car,0,3517,2026-01-14 21:59:46
753,car,0,3517,2026-01-14 21:59:46
754,car,0,3517,2026-01-14 21:59:46
755,car,0,3518,2026-01-14 21:59:46
756,car,0,3518,2026-01-14 21:59:46
757,bus,0,3518,2026-01-14 21:59:46
758,car,0,3519,2026-01-14 21:59:47
759,car,0,3520,2026-01-14 21:59:47
760,car,0,3520,2026-01-14 21:59:47
761,car,0,3521,2026-01-14 21:59:47
762,car,0,3521,2026-01-14 21:59:47
763,bus,0,3521,2026-01-14 21:59:47
764,car,0,3521,2026-01-14 21:59:47
765,car,0,3522,2026-01-14 21:59:47
766,car,0,3522,2026-01-14 21:59:47
767,car,0,3523,2026-01-14 21:59:47
768,car,0,3525,2026-01-14 21:59:47
769,car,0,3527,2026-01-14 21:59:47
770,car,0,3528,2026-01-14 21:59:48
771,car,0,3528,2026-01-14 21:59:48
772,car,0,3528,2026-01-14 21:59:48
773,car,0,3528,2026-01-14 21:59:48
774,car,0,3529,2026-01-14 21:59:48
775,car,0,3529,2026-01-14 21:59:48
776,car,0,3529,2026-01-14 21:59:48
777,car,0,3530,2026-01-14 21:59:48
778,car,0,3532,2026-01-14 21:59:48
779,car,0,3533,2026-01-14 21:59:48
780,car,0,3534,2026-01-14 21:59:48
781,car,0,3536,2026-01-14 21:59:49
782,car,0,3537,2026-01-14 21:59:49
